LOCATION,NAME,FACILITY_TYPE,WEBLINK,FACILITY_SUBTYPE,FACILITYID,LONGITUDE,LATITUDE
13750 96 AVENUE,Adolescent Psychiatric Unit                                                                                                     ,School,https://www.surreyschools.ca/Lists/SD36.Intranet.Mobile.Connect-SchoolInfo/DispForm.aspx?ID=169&ContentTypeId=0x01008935B4D1A3A74123832C0CD477EA78DC008DCAAC7B16453A4B9F8E89C66C27E7FE,Programs and Services,1001253734,-122.84240567019084,49.175891227583804
2381 KING GEORGE BOULEVARD,Hollywood Cinema Carprice                                                                                                       ,Movie Theatre,http://www.hollywood3.ca/listings/caprice-white-rock/,,1001243400,-122.79432968582162,49.045022724633704
"Cloverdale Fairgrounds - Products Building/Alice McKay, 6060 176 ST ",Fairgrounds - Products Building                                                                                                 ,Community Hall/Centre,http://www.cloverdalerodeo.com/facilities-and-events/,,1001222972,-122.73419105703438,49.112881033324086
"Cloverdale Fairgrounds - Products Building/Alice McKay, 6060 176 ST ",Fairgrounds - Area Lighting/Infrastructure                                                                                      ,Community Hall/Centre,http://www.cloverdalerodeo.com/facilities-and-events/,,1001222972,-122.73432808486271,49.11288134873594
10950 126A ST,North Surrey Sport & Ice Complex,Arena,https://www.surrey.ca/culture-recreation/23437.aspx,,1002167455,-122.87037038922415,49.20176645265829
6228 184 STREET,Don Christian Recreation Centre,Youth Centre,http://www.surrey.ca/youth/108.aspx,,1001222973,-122.71125398255117,49.115525334247884
6250 144 STREET,Bell Performing Arts Centre                                                                                                     ,Attraction,http://www.bellperformingartscentre.sd36.bc.ca/,Secondary,1001270687,-122.82147617353361,49.116431043958094
7125 138 STREET,Hollywood 3 Cinemas                                                                                                             ,Movie Theatre,http://www.hollywood3.ca/listings/surrey/,,1001247352,-122.8406191876168,49.131912269996654
10350 UNIVERSITY DRIVE,Surrey Public Library Administration Office                                                                                     ,Library,http://www.surrey.ca/city-government/5019.aspx,,1001223090,-122.84925780706314,49.19070007685867
15105 105 AVENUE,Guildford Seniors Centre                                                                                                        ,Seniors Centre,http://www.surrey.ca/culture-recreation/1876.aspx,,1001222939,-122.80257877742136,49.193908554244075
15105 105 AVENUE,Guildford Youth Centre                                                                                                          ,Youth Centre,http://www.surrey.ca/youth/105.aspx,,1001222939,-122.80256505220528,49.19390853078263
15105 105 AVENUE,Library Technical Services                                                                                                      ,Library,http://www.surreylibraries.ca/location-hours/4672.aspx,,1001222939,-122.80255132698922,49.19390850731954
15105 105 AVENUE,Guildford Library                                                                                                               ,Library,http://www.surreylibraries.ca/location-hours/4672.aspx,,1001222939,-122.8027160295831,49.1939087887689
6840 KING GEORGE BOULEVARD,Lee School                                                                                                                      ,School,http://www.options.bc.ca/youth-services/options-for-schools,Programs and Services,1001251902,-122.84444729335485,49.12696685699628
6840 KING GEORGE BOULEVARD,PLEA (Daughters and Sisters) and TREK programs                                                                                  ,School,http://www.gofoundations.ca/contact,Programs and Services,1001251902,-122.84458436096446,49.12696704158236
16555 FRASER HIGHWAY,Surrey Sport and Leisure Complex Indoor Pool                                                                                    ,Swimming Pool,http://www.surrey.ca/culture-recreation/1888.aspx,,1001222990,-122.76449014018075,49.15299260350762
16555 FRASER HIGHWAY,Surrey Sport and Leisure Complex Retail                                                                                         ,Recreation Centre,http://www.surrey.ca/culture-recreation/4838.aspx,,1001222990,-122.76447642630635,49.15299257553698
16555 FRASER HIGHWAY,Surrey Sport and Leisure Complex Arena                                                                                          ,Arena,http://www.surrey.ca/culture-recreation/4838.aspx,,1001222990,-122.76462727892597,49.15299288312449
13742 72 AVENUE,Library Administration Office                                                                                                   ,Library,http://www.surreylibraries.ca/location-hours/4994.aspx,,1001223008,-122.84206482583737,49.13297017051037
13730 72 AVENUE,Newton Youth Centre                                                                                                             ,Youth Centre,http://www.surrey.ca/youth/104.aspx,,1001223008,-122.84205111742301,49.132970151758286
13730 72 AVENUE,Newton Community Hall                                                                                                           ,Community Hall/Centre,http://www.surrey.ca/culture-recreation/7325.aspx,,1001223008,-122.84203740900868,49.132970133004584
13730 72 AVENUE,Newton Indoor Wave Pool                                                                                                         ,Swimming Pool,http://www.surrey.ca/culture-recreation/7325.aspx,,1001223008,-122.84220190998167,49.132970357941616
13479 77 AVENUE,FASTRAK & Foundations Program                                                                                                   ,School,http://www.surreyconnect.sd36.bc.ca/Pages/Default.aspx,Programs and Services,1001252893,-122.84835277906843,49.14317456554344
10707 146 STREET,HOPE (Helping Others Provide Education) program                                                                                 ,School,https://www.surreyschools.ca/schools/guildfordpark/About/ContactInfo/Pages/default.aspx,Programs and Services,1001318845,-122.81856973553816,49.19702020393528
15996 84 AVENUE,Fleetwood Library                                                                                                               ,Library,http://www.surreylibraries.ca/location-hours/4678.aspx,,1001222980,-122.77964242203025,49.15504996928127
10275 CITY PARKWAY,North Surrey Arena                                                                                                              ,Arena,http://www.surrey.ca/culture-recreation/1810.aspx,,1001222926,-122.84882065832444,49.189662283574634
10275 CITY PARKWAY,North Surrey Indoor Pool                                                                                                        ,Swimming Pool,http://www.surrey.ca/culture-recreation/1749.aspx,,1001222926,-122.84895789907677,49.18966246313651
14601 20 AVENUE,South Surrey Youth Centre                                                                                                       ,Youth Centre,http://www.surrey.ca/youth/107.aspx,,1001222968,-122.81840845261154,49.03999597876754
14727 108 AVENUE,LINKS Program                                                                                                                   ,School,http://www.pcrs.ca/links,Programs and Services,1001233294,-122.81439779929097,49.19933032928554
14727 108 AVENUE,Guildford Bottle Depot 2001                                                                                                     ,Garbage and Recycling,http://www.return-it.ca/locations/guildford-bottle-depot/,Bottle Depot,1001233294,-122.81453506654987,49.19933054978302
13875 113 AVENUE,Surrey Traditional                                                                                                              ,School,https://www.surreyschools.ca/schools/surreytraditional/Pages/default.aspx,District Program School,1001249963,-122.83783672223788,49.20829328165333
12772 88 AVENUE,Aboriginal Ed Continuance Hospital & Homebound Programs                                                                         ,School,https://www.surreyschools.ca/departments/EDSC/StudentSupport/HospitalHomebound/Pages/default.aspx,Programs and Services,1001343214,-122.8686317801824,49.162115686112095
1785 148 STREET,South Surrey/White Rock Continuing Education                                                                                    ,School,https://www.surreyschools.ca/schools/whiterocklc/Pages/default.aspx,Adult/Continuing Education,1001322589,-122.8135175187588,49.034938227805846
1732 152 STREET,Hollywood Cinemas Rialto                                                                                                        ,Movie Theatre,http://www.hollywood3.ca/listings/rialto-white-rock/,,1001229363,-122.80054529533999,49.033425088184025
15372 94 AVENUE,Child Day Treatment Outreach Program                                                                                            ,School,https://www.surreyschools.ca/Lists/SD36.Intranet.Mobile.Connect-SchoolInfo/DispForm.aspx?ID=170&ContentTypeId=0x01008935B4D1A3A74123832C0CD477EA78DC008DCAAC7B16453A4B9F8E89C66C27E7FE,Programs and Services,1001293492,-122.79664567951323,49.17282581365252
13458 107A AVENUE,Sunrise Pavilion Seniors Centre                                                                                                 ,Seniors Centre,http://www.surrey.ca/culture-recreation/1792.aspx,,1001222918,-122.84914259530048,49.19692247383515
14225 GREEN TIMBERS WAY,Surrey Nature Centre Classroom Building                                                                                         ,Attraction,http://www.surrey.ca/culture-recreation/2311.aspx,,1001223012,-122.83019761691156,49.17926889598951
14033 92 AVENUE,Surrey Connect (K-12)                                                                                                           ,School,http://www.surreyconnect.sd36.bc.ca/Pages/Default.aspx,Secondary,1001262908,-122.8336044243957,49.17061490186851
14033 92 AVENUE,North Surrey Learning Centre                                                                                                    ,School,https://www.surreyschools.ca/schools/northsurreylc/Pages/default.aspx,Adult/Continuing Education,1001262908,-122.8337416123896,49.170615099455425
7443 128 STREET,Scott 72 Bottle & Return-It Depot                                                                                               ,Garbage and Recycling,https://www.return-it.ca/locations/scott-72-bottle-return-it-depot/,Bottle Depot,1001266315,-122.86906322453574,49.14355241677923
7443 128 STREET,Binaka Auto                                                                                                                     ,Garbage and Recycling,http://www.binakaauto.com/,Used Oil,1001266315,-122.86920033803015,49.14355257218052
13750 88 Avenue,Studio Theatre at Surrey Arts Centre,Attraction,https://www.surrey.ca/culture-recreation/1635.aspx,Tourism,1001222954,-122.84204132497462,49.162394482037335
13750 88 Avenue,Main Stage at Surrey Arts Centre,Attraction,http://www.surrey.ca/culture-recreation/1629.aspx,Tourism,1001222954,-122.84202760844046,49.16239446327423
13750 88 Avenue,Surrey Art Gallery,Attraction,http://www.surrey.ca/culture-recreation/1537.aspx,Tourism,1001222954,-122.8421784903172,49.16239466957875
